sep=,
"date","lead_name","business","area","phone_or_link","channel","status","next_action","next_date","notes","lead_id"
"2026-03-05","007 Mobile Phones Est","007 Mobile Phones Est","Abu Dhabi","=""0097126411133""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/007-mobile-phones-est-163697","UAE0001"
"2026-03-05","Abdul Hakim Auto Electric","Abdul Hakim Auto Electric","Abu Dhabi","=""0097125540728""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-hakim-auto-electric-118923","UAE0098"
"2026-03-05","Abdul Haq Mobile Phones","Abdul Haq Mobile Phones","Abu Dhabi","=""0097126328848""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-haq-mobile-phones-126739","UAE0099"
"2026-03-05","Abdul Haque Turning Workshop","Abdul Haque Turning Workshop","Abu Dhabi","=""0097125559143""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-haque-turning-workshop-141844","UAE0100"
"2026-03-05","Abdul Haque Turning Workshop","Abdul Haque Turning Workshop","Abu Dhabi","=""00971505822930""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-haque-turning-workshop-141844","UAE0101"
"2026-03-05","Abdul Jabar General Contracting","Abdul Jabar General Contracting","Abu Dhabi","=""00971505284639""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-jabar-general-contracting-175374","UAE0102"
"2026-03-05","Abdul Jaleel Legal Translation","Abdul Jaleel Legal Translation","Abu Dhabi","=""0097126743789""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-jaleel-legal-translation-122063","UAE0103"
"2026-03-05","Abdul Kader Grocery","Abdul Kader Grocery","Abu Dhabi","=""0097126329357""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-kader-grocery-165115","UAE0104"
"2026-03-05","Abdul Khair Laundry","Abdul Khair Laundry","Abu Dhabi","=""0097126441677""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-khair-laundry-131878","UAE0105"
"2026-03-05","Abdul Latif Calligraphy and Drawing","Abdul Latif Calligraphy and Drawing","Abu Dhabi","=""0097126421393""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-latif-calligraphy-and-drawing-120130","UAE0106"
"2026-03-05","Abdul Majeed Al Marzooqi Auditing Office","Abdul Majeed Al Marzooqi Auditing Office","Abu Dhabi","=""0097126274177""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-majeed-al-marzooqi-auditing-office-135786","UAE0107"
"2026-03-05","Abdul Majid Foodstuff &amp; Grocery","Abdul Majid Foodstuff &amp; Grocery","Abu Dhabi","=""0097126781036""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-majid-foodstuff-grocery-165116","UAE0108"
"2026-03-05","Abdul Monem Al Rashed Building Matl Trading","Abdul Monem Al Rashed Building Matl Trading","Abu Dhabi","=""0097125500888""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-monem-al-rashed-building-matl-trading-140011","UAE0109"
"2026-03-05","Abdul Moula Grocery","Abdul Moula Grocery","Abu Dhabi","=""0097125553949""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-moula-grocery-165117","UAE0110"
"2026-03-05","Abdul Qadeer Elec and A/C Rep","Abdul Qadeer Elec and A/C Rep","Abu Dhabi","=""0097126343615""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-qadeer-elec-and-a-c-rep-136188","UAE0111"
"2026-03-05","Abdul Rahaman Al Hamed Trading Establishment","Abdul Rahaman Al Hamed Trading Establishment","Abu Dhabi","=""0097125541814""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahaman-al-hamed-trading-establishment-142014","UAE0112"
"2026-03-05","Abdul Rahim Trading Establishment","Abdul Rahim Trading Establishment","Abu Dhabi","=""0097126269663""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-trading-establishment-123166","UAE0113"
"2026-03-05","Abdul Rahim Trading Establishment","Abdul Rahim Trading Establishment","Abu Dhabi","=""00971506118030""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-rahim-trading-establishment-123166","UAE0114"
"2026-03-05","Abdul Rahman Kassim LLC","Abdul Rahman Kassim LLC","Abu Dhabi","=""0097125541719""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-kassim-llc-118675","UAE0115"
"2026-03-05","Abdul Rasheed Electronics Trading","Abdul Rasheed Electronics Trading","Abu Dhabi","=""0097126332935""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rasheed-electronics-trading-150326","UAE0116"
"2026-03-05","Abdul Razaq Mohm. Manual Carpentry","Abdul Razaq Mohm. Manual Carpentry","Abu Dhabi","=""0097126764833""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razaq-mohm-manual-carpentry-150687","UAE0117"
"2026-03-05","Abdul Rehman Ghulam Building Equipment Rentals LLC","Abdul Rehman Ghulam Building Equipment Rentals LLC","Abu Dhabi","=""0097125580816""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rehman-ghulam-building-equipment-rentals-llc-191668","UAE0118"
"2026-03-05","Abdul Rehman Ghulam Building Equipment Rentals LLC","Abdul Rehman Ghulam Building Equipment Rentals LLC","Abu Dhabi","=""00971503308235""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-rehman-ghulam-building-equipment-rentals-llc-191668","UAE0119"
"2026-03-05","Abdul Rouf Muhammad Elect","Abdul Rouf Muhammad Elect","Abu Dhabi","=""0097126210540""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rouf-muhammad-elect-145392","UAE0120"
"2026-03-05","Future Star Super Market LLC","Future Star Super Market LLC","Abu Dhabi","=""0097125542517""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-majeed-bicycle-139221","UAE0121"
"2026-03-05","2000 General Trading","2000 General Trading","Ajman","=""0097167442500""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/2000-general-trading-135611","UAE0122"
"2026-03-05","2000 Pharmacy","2000 Pharmacy","Ajman","=""0097167407762""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/2000-pharmacy-170972","UAE0123"
"2026-03-05","24/7 Battery","24/7 Battery","Ajman","=""00971561905190""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/24-7-battery-171224","UAE0124"
"2026-03-05","24/7 Battery","24/7 Battery","Ajman","=""00971565340387""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/24-7-battery-171224","UAE0125"
"2026-03-05","247 Steel Company","247 Steel Company","Ajman","=""00971581484477""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/247-steel-company-185744","UAE0126"
"2026-03-05","247 Steel Company","247 Steel Company","Ajman","=""0097165240063""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/247-steel-company-185744","UAE0127"
"2026-03-05","4 Star Garments Workshop","4 Star Garments Workshop","Ajman","=""00971509418432""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/4-star-garments-workshop-157484","UAE0128"
"2026-03-05","4 Star Garments Workshop","4 Star Garments Workshop","Ajman","=""00971556960957""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/4-star-garments-workshop-157484","UAE0129"
"2026-03-05","A and P Group, The","A and P Group, The","Ajman","=""0097167436542""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-and-p-group-the-111925","UAE0130"
"2026-03-05","A J Design Consultants","A J Design Consultants","Ajman","=""0097167425555""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-j-design-consultants-150303","UAE0131"
"2026-03-05","A J Security And Safety Consultancies","A J Security And Safety Consultancies","Ajman","=""0097167444412""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-j-security-and-safety-consultancies-169368","UAE0132"
"2026-03-05","A Kazemi General Trading Co","A Kazemi General Trading Co","Ajman","=""0097167427908""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-kazemi-general-trading-co-137009","UAE0133"
"2026-03-05","A M A Perfumes Manufacturing LLC","A M A Perfumes Manufacturing LLC","Ajman","=""0097167432220""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-a-perfumes-manufacturing-llc-109244","UAE0134"
"2026-03-05","A M Beauty Life","A M Beauty Life","Ajman","=""00971529692287""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-m-beauty-life-169995","UAE0135"
"2026-03-05","A M Bldg Mat Trdg","A M Bldg Mat Trdg","Ajman","=""0097167438773""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-bldg-mat-trdg-117583","UAE0136"
"2026-03-05","A Nakhlah Real Estate Invest Center","A Nakhlah Real Estate Invest Center","Ajman","=""0097167480904""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-nakhlah-real-estate-invest-center-173244","UAE0137"
"2026-03-05","A R International General Trading","A R International General Trading","Ajman","=""0097167450844""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-international-general-trading-128383","UAE0138"
"2026-03-05","A To Z Home Appliances Trading LLC","A To Z Home Appliances Trading LLC","Ajman","=""0097167482871""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-home-appliances-trading-llc-169383","UAE0139"
"2026-03-05","A to Z Studio","A to Z Studio","Ajman","=""0097167432774""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-studio-169348","UAE0140"
"2026-03-05","A to Z Typing Center","A to Z Typing Center","Ajman","=""0097167427174""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-typing-center-169382","UAE0141"
"2026-03-05","A V M Readymade Garments Trading","A V M Readymade Garments Trading","Ajman","=""00971506976719""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-v-m-readymade-garments-trading-143881","UAE0142"
"2026-03-05","A&#x27;Diwan Real Estate Investment Co","A&#x27;Diwan Real Estate Investment Co","Ajman","=""0097167448811""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-diwan-real-estate-investment-co-134333","UAE0143"
"2026-03-05","AA Car Washing and Accessories","AA Car Washing and Accessories","Ajman","=""00971507169030""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aa-car-washing-and-accessories-190643","UAE0144"
"2026-03-05","AA Car Washing and Accessories","AA Car Washing and Accessories","Ajman","=""0097167046551""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aa-car-washing-and-accessories-190643","UAE0145"
"2026-03-05","Aaban Building Cleaning And Pest Control Service","Aaban Building Cleaning And Pest Control Service","Ajman","=""00971525716677""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aaban-building-cleaning-and-pest-control-service-182576","UAE0146"
"2026-03-05","Aahad Car Recovery Services","Aahad Car Recovery Services","Ajman","=""00971526565760""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aahad-car-recovery-services-176597","UAE0147"
"2026-03-05","Aaliya Medical Centre","Aaliya Medical Centre","Ajman","=""0097167475599""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaliya-medical-centre-143886","UAE0148"
"2026-03-05","Aamir Car Recovery","Aamir Car Recovery","Ajman","=""00971551435222""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aamir-car-recovery-178483","UAE0149"
"2026-03-05","Aamraa Building Materials Trading LLC","Aamraa Building Materials Trading LLC","Ajman","=""00971555674952""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aamraa-building-materials-trading-llc-188927","UAE0150"
"2026-03-05","Aara Stationery","Aara Stationery","Ajman","=""0097167465332""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aara-stationery-169365","UAE0151"
"2026-03-05","Aaron International FZE","Aaron International FZE","Ajman","=""00971552822655""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aaron-international-fze-168923","UAE0152"
